"2012/03092/FUL","25/09/2012","441 Fulham Palace Road London SW6 6SU","Change of use from 1 x single dwelling house into 3 x 2 bedroom flats; erection of an additional flo...","Application Approved",""
"2012/03138/TREE","24/09/2012","Flat A 79 Hammersmith Grove London W6 0NE","Rear garden. Tilia Europaea (3), reduce to previous reduction points.","Application Lapsed (No Further Action)",""
"2012/03125/FUL","24/09/2012","14 Studland Street London W6 0JS","Erection of a rear extension at first floor level over part of the existing back addition.","Application Approved",""
"2012/03103/FUL","24/09/2012","5 Winslow Road London W6 9SF","Erection of a rear roof extension following demolition of existing rear roof extension; erection of ...","Application Approved",""
"2012/03080/FUL","24/09/2012","Flat A First Floor 18 Inglethorpe Street London SW6 6NT","Replacement of window to existing rear roof extension with French doors; erection of a rear extensio...","Application Approved",""
"2012/03078/FUL","24/09/2012","36 Percy Road London W12 9QA","Erection of a rear roof extension including the installation of two sets of french doors in the rear...","Application Approved",""
"2012/03071/FUL","24/09/2012","65 Adelaide Grove London W12 0JX","Erection of a single storey rear extension, to the side of the existing back addition; replacement o...","Application Refused",""
"2012/03067/FR3","24/09/2012","19 Seagrave Road London SW6 1RP","Change of use from part Class B1/ part D1 (legal chambers and law school) to Class C3 (residential d...","Application Withdrawn",""
"2012/03063/FUL","24/09/2012","Latymer Court Hammersmith Road London W6 7JB","Erection of a single storey estate office building (Class use B1) to the north east corner of car pa...","Application Approved",""
"2012/03062/FUL","23/09/2012","7 Edgarley Terrace London SW6 6QE","Erection of a rear roof extension; erection of a rear extension at second floor level, on top of exi...","Application Approved",""
"2012/03061/FUL","23/09/2012","Flat First Floor 7 Parfrey Street London W6 9EW","Erection of a rear roof extension; erection of a rear extension at second floor level, on top of exi...","Application Approved",""
"2012/03409/TREE","21/09/2012","18 Shepherd's Bush Place London W12 8LX","Rear garden - cut back Mulberry tree to previous reduction points","Application Lapsed (No Further Action)",""
"2012/03136/TREE","21/09/2012","Flat A 73 Hammersmith Grove London W6 0NE","Rear garden. Limes (2), fell to ground level and grind down stumps 200 mm below ground level.","Application Lapsed (No Further Action)",""
"2012/03135/TREE","21/09/2012","103 Langthorne Street London SW6 6JU","Rear garden. Sycamore, remove.","Application Lapsed (No Further Action)",""
"2012/03132/TREE","21/09/2012","45 Ellerby Street London SW6 6EU","Back garden. Eucalyptus, fell and grind out stump. Replace with slower growing tree.","Application Lapsed (No Further Action)",""
"2012/03104/FUL","21/09/2012","2 Cambria Street London SW6 2EE","Erection of a part one, part two storey extension to the side and rear of the building at ground and...","Application Approved",""
"2012/03100/TEL56","21/09/2012","Broadband Cabinet Adjacent To St Mary's Court Flanchford Road London","Installation of a broadband cabinet.","Application Approved",""
"2012/03064/TREE","21/09/2012","33 Sterne Street London W12 8AB","Rear garden - Cherry tree; trim back to previous reducion points and clear growth fom boundary with ...","Application Lapsed (No Further Action)",""
"2012/03060/FUL","21/09/2012","63 Clancarty Road London SW6 3BB","Installation of dormer window to replace existing velux window in rear roof extension; erection of a...","Application Refused",""
"2012/03059/ADV","21/09/2012","Post Office Media Centre - BBC White City 201 Wood Lane London W12 7TQ","Display of internally illuminated ATM surround to the front elevation.","Application Approved",""
"2012/03058/FUL","21/09/2012","Post Office Media Centre - BBC White City 201 Wood Lane London W12 7TQ","Installation of ATM machine to the front elevation.","Application Approved",""
"2012/03205/TREE","20/09/2012","126 Hammersmith Grove London W6 7HB","Front garden. Lime, reduce by 15 - 20%.","Application Lapsed (No Further Action)",""
"2012/03130/TREE","20/09/2012","31 Maxwell Road London SW6 2HT","Back garden. Willow, fell to ground level and replace with smaller tree.","Application Lapsed (No Further Action)",""
"2012/03099/LBC","20/09/2012","Sacred Heart High School 212 Hammersmith Road London W6 7DG","Internal alterations comprising of re-configuration and alterations to the main entrance (facing Ham...","Application Approved",""
"2012/03089/DET","20/09/2012","Hammersmith Hospital Du Cane Road London W12 0HS","Submission of details of noise levels pursuant to condition 3 of planning permission ref. 2012/00978...","Application Approved",""
"2012/03087/FUL","20/09/2012","82 Godolphin Road London W12 8JW","Erection of a 1100mm high metal railings and a 1700mm high screen around part of the flat roof at fi...","Application Approved",""
"2012/03053/DET","20/09/2012","11 Bank Buildings Fulham Broadway London SW6 1ER","Submission of details of accessible toilet pursuant to Condition 17 of planning permission ref. 2012...","Application Approved",""
"2012/03051/FUL","20/09/2012","30 Bradbourne Street London SW6 3TE","Alterations to existing rear roof extension including the installation of a french doors and juliet ...","Application Approved",""
"2012/03050/ADV","20/09/2012","6 Broadway Arcade Hammersmith Broadway London W6 7AE","Display of an externally illuminated fascia sign.","Application Approved",""
"2012/03049/FUL","20/09/2012","6 Broadway Arcade Hammersmith Broadway London W6 7AE","Installation of a new shopfront.","Application Approved",""
"2012/03048/FUL","20/09/2012","19 Ellaline Road London W6 9NZ","Erection of a rear roof extension; installation of 3 x rooflights to the front roofslope.","Application Approved",""
"2012/03047/FUL","20/09/2012","7 Bramber Road London W14 9PA","Erection of an additional floor at roof level.","Application Refused",""
"2012/03046/FUL","20/09/2012","16 Rostrevor Road London SW6 5AD","Replacement of existing timber doors and windows at lower ground floor level to rear elevation with ...","Application Approved",""
"2012/03036/FUL","20/09/2012","74 Lysia Street London SW6 6NE","Erection of a single storey garage and an entrance gate in the rear garden including formation of a ...","Application Approved",""
"2012/03035/ADV","20/09/2012","9 King Street London W6 9HR","Display of 1 x non-illuminated fascia sign; display of 1 x internally illuminated buckle sign; displ...","Application Approved",""
"2012/03120/TREE","19/09/2012","22 Applegarth Road London W14 0HY","Front. Gingko, reduce crown to 1m below previous reduction points.","Application Lapsed (No Further Action)",""
"2012/03030/FUL","19/09/2012","7 Branksea Street London SW6 6TT","Erection of a rear roof extension; erection of a part one, part two storey extension at ground floor...","Application Approved",""
"2012/03029/VAR","19/09/2012","Studland Hall Studland Street London W6 0LL","Removal of conditions 3 and 5 of planning permission Ref. 2009/01709/FUL granted 12th October 2009, ...","Application Refused",""
"2012/03023/FUL","19/09/2012","20 Holmead Road London SW6 2JE","Alterations at roof level to front and rear elevations, to include alterations to the roof slopes an...","Application Approved",""
"2012/03118/TREE","18/09/2012","Flat 2 74 Bolingbroke Road London W14 0AH","Rear garden. Mimosa, reduce and re-shape crown by 25 - 30%, clean out crown, remove deadwood.","Application Lapsed (No Further Action)",""
"2012/03116/TREE","18/09/2012","3 Trevanion Road London W14 9BJ","Front. 1) Strawberry tree, reduce and re-shape crown by 25%, clean out crown, remove deadwood. Rear ...","Application Lapsed (No Further Action)",""
"2012/03093/TPO","18/09/2012","119 New King's Road London SW6 4SJ","Pruning of 1 x Common Walnut Tree in rear garden, subject to Tree Preservation Order TPO/191/6/92 (T...","Application Approved",""
"2012/03074/DET","18/09/2012","Car Park Adjacent To Hammersmith & City Line Station Hammersmith Grove And Beadon Road London","Submission of details of external elevations of the buildings and sections pursuant to condition 3 o...","Application Approved",""
"2012/03073/FUL","18/09/2012","50 Reporton Road London SW6 7JR","Alteration to the main roof involving altering the pitch of the existing hip end roof to 45 degrees;...","Application Approved",""
"2012/03065/FUL","18/09/2012","50 Reporton Road London SW6 7JR","Erection of a two storey rear extension, to the side of the existing back addition, at basement and ...","Application Approved",""
"2012/03057/FUL","18/09/2012","Novotel 1 Shortlands London W6 8DR","Minor material amendment to Planning Permission 2011/00065/FUL, granted on 05/04/2011, for the Insta...","Application Approved",""
"2012/03014/FUL","18/09/2012","5 Colet Gardens London W14 9DH","Erection of a rear roof extension.","Application Approved",""
"2012/03196/TPO","17/09/2012","54 Waldemar Avenue Mansions Waldemar Avenue London SW6 5LX","Felling of 1 x Sycamore Tree in rear garden, subject to Tree Preservation Order TPO/114/12/84 (T16).","Application Approved",""
"2012/03037/FUL","17/09/2012","Flat B First Floor 16 Holyport Road London SW6 6LZ","Installation of a door into existing rear roof extension, including erection of privacy screens arou...","Application Approved",""
"2012/03003/VAR","17/09/2012","11 Bank Buildings Fulham Broadway London SW6 1ER","Variation of Condition 4 of planning permission ref. 2012/02174/FUL granted on 11 September 2012 to ...","Application Approved",""
"2012/03002/FUL","17/09/2012","50 Coverdale Road London W12 8JL","Retention of a 2.4m high rear boundary fence.","Application Refused Plus Enforcement",""
"2012/03001/FUL","17/09/2012","11 Bank Buildings Fulham Broadway London SW6 1ER","Minor material amendment to planning permission ref. 2012/02220/FUL granted on 11 September 2012 for...","Application Approved",""
"2012/02995/FUL","17/09/2012","25 Adelaide Grove London W12 0JU","Erection of a dormer window on the front roofslope; erection of a part single, part two storey rear ...","Application Approved",""
"2012/02987/FUL","17/09/2012","139 Harbord Street London SW6 6PN","Installation of dormer window into existing rear roof extension; erection of a rear extension at sec...","Application Approved",""
"2012/02984/FUL","16/09/2012","4 Kinnear Road London W12 9LE","Erection of a rear roof extension; Erection of a rear extension at second floor level, on top of exi...","Application Approved",""
"2012/03040/FUL","14/09/2012","50 Atwood Road London W6 0HX","Erection of an additional floor at roof level including the erection of hand rail and screening arou...","Application Refused",""
"2012/03007/TREE","14/09/2012","4 Langthorne Street London SW6 6JY","Rear garden. Ash, reduce crown all round by 25 - 30% to previous reduction points; retain crown cont...","Application Lapsed (No Further Action)",""
"2012/03006/TREE","14/09/2012","2 Langthorne Street London SW6 6JY","Rear centre. 1) Eucalyptus, fell to ground by sectional takedown; grind down stump; supply and plant...","Application Lapsed (No Further Action)",""
"2012/02982/FUL","14/09/2012","54 Waldemar Avenue Mansions Waldemar Avenue London SW6 5LX","Erection of a single storey extension, to the side of the main building, at lower ground floor level...","Application Approved",""
"2012/02980/FUL","14/09/2012","19 Barclay Road London SW6 1EJ","Erection of a single storey rear extension, to side and rear of back addtition, following removal of...","Application Approved",""
"2012/02973/CLP","14/09/2012","62 Norbroke Street London W12 0QX","Erection of a single storey outbuilding in the rear garden.","Application Approved",""
"2012/02972/FUL","14/09/2012","62 Norbroke Street London W12 0QX","Erection of a single storey extension to the side and rear of the existing property; installation of...","Application Approved",""
"2012/02971/FUL","14/09/2012","16 Anley Road London W14 0BY","Erection of a rear roof extension and an extension over part of the flat roof of the back addition.","Application Approved",""
"2012/02960/FUL","14/09/2012","34 Milson Road London W14 0LJ","Infilling the gap between two dormer windows at roof level to the rear elevation, to provide a singl...","Application Approved",""
"2012/02956/FUL","14/09/2012","4 South Park Mews London SW6 3AY","Erection of a single storey rear extension.","Application Approved",""
"2012/02955/FUL","14/09/2012","6 Fulham Park Road London SW6 4LH","Alterations to existing single storey rear extension at ground floor level, including replacement of...","Application Approved",""
"2012/03108/TREE","13/09/2012","97 Gunterstone Road London W14 9BT","Rear garden. Eucalyptus, fell to ground level and poison remaining stump.","Application Lapsed (No Further Action)",""
"2012/03082/TREE","13/09/2012","SonyEricsson House 202 Hammersmith Road London W6 7DJ","Front. 2 false acacias, trim by 20 - 30%. Rear. False acacia, trim by 10 - 15%. Car Park. 2 false ac...","Application Lapsed (No Further Action)",""
"2012/03032/FUL","13/09/2012","67 Brook Green London W6 7BE","Erection of opaque glazed screen around flat roof at second floor level to the rear elevation, in co...","Application Approved",""
"2012/03031/FUL","13/09/2012","Flat Basement 43 Benbow Road London W6 0AU","Demolition of existing single storey rear extensions and erection of a single storey rear extension,...","Application Approved",""
"2012/03022/DCAC","13/09/2012","31 Girdlers Road London W14 0PS","Submission of details of building contract pursuant to condition 2; temporary fencing pursuant to co...","Application Approved",""
"2012/03005/TREE","13/09/2012","20 Fernhurst Road London SW6 7JW","Rear garden. Robinia, take back in size by 25 - 30%.","Application Lapsed (No Further Action)",""
"2012/02954/ADV","13/09/2012","134 Shepherd's Bush Road London W6 7PB","Display of 2 x internally illuminated fascia signs at ground floor level to front and side elevation...","Application Approved",""
"2012/02953/FUL","13/09/2012","37 Disbrowe Road London W6 8QG","Erection of a single storey rear extension, to the side of the existing back addition.","Application Approved",""
"2012/02924/FUL","13/09/2012","156A King Street London W6 0QU","Change of use and conversion of existing out-building (used for storage ancillary to retail shop) to...","Application Approved",""
"2012/03033/DET","12/09/2012","6 Lower Mall London W6 9DJ","Submission of details of construction management plan pursuant to condition 9 of planning permission...","Application Approved",""
"2012/03026/FUL","12/09/2012","58 Radipole Road London SW6 5DL","Erection of an additional floor at roof level.","Application Approved",""
"2012/02934/TREE","12/09/2012","12 Cloncurry Street London SW6 6DS","Rear garden. Norway Maple, thin crown by 20%","Application Lapsed (No Further Action)",""
"2012/02923/FUL","12/09/2012","Flat A 66 Bramber Road London W14 9PB","Erection of a single storey rear extension, to the side and rear of the existing back addition at lo...","Application Approved",""
"2012/03025/FUL","11/09/2012","18 Henchman Street London W12 0BW","Erection of a single storey rear extension.","Application Approved",""
"2012/03017/FUL","11/09/2012","5 Wheatsheaf Terrace London SW6 5BH","Change of use of ground floor retail shop (Class A1) to residential (Class C3), in connection with t...","Application Refused",""
"2012/03015/TPO","11/09/2012","Rockley Court Rockley Road London W14 0DB","Pruning of 25 x Sycamore trees, subject to Tree Preservation Order TPO/192/6/92, by reduction in cro...","Application Approved",""
"2012/03012/FUL","11/09/2012","6 Wormholt Road London W12 0LS","Erection of a rear roof extension; installation of French doors to form a juliet balcony at second f...","Application Approved",""
"2012/03010/VAR","11/09/2012","9 Gayford Road London W12 9BY","Removal of Conditions 19, 20 and 21 (relating to restrictions on parking permits) of planning permis...","Application Approved",""
"2012/02907/DET","11/09/2012","405 - 409 King Street London W6 9NQ","Submission of details of secured by design pursuant to condition 11 of planning permission ref. 2011...","Application Approved",""
"2012/02898/FUL","11/09/2012","5 Sotheron Place London SW6 2EJ","Change of Use: from storage and distribution (Class B8) to mixed use storage and distribution (Class...","Application Approved",""
"2012/03054/TPO","10/09/2012","33 Rylett Road London W12 9ST","Pruning of Eucalyptus Tree (T1) and Sycamore Tree (T2) in back garden, subject to Tree Preservation ...","Application Approved",""
"2012/03008/FUL","10/09/2012","9 Foskett Road London SW6 3LY","Installation of new window into existing rear roof extension; erection of a rear extension at second...","Application Approved",""
"2012/02999/FUL","10/09/2012","303A New King's Road London SW6 4RF","Erection of an additional floor at roof level; erection of a rear extension at third floor level on ...","Application Refused",""
"2012/02998/DET","10/09/2012","405 - 409  King Street London W6 9NQ","Submission of details of entrance ramp details pursuant to condition 38 of planning permission ref. ...","Application Approved",""
"2012/02974/TPO","10/09/2012","4 Ashchurch Park Villas London W12 9SP","Pruning of Copper Beech Tree in rear garden, subject to Tree Preservation Order TPO/188/3/92 (T1) by...","Application Approved",""
"2012/02959/TREE","10/09/2012","81 Langthorne Street London SW6 6JU","Rear garden. 1) Bay, shear all round to flatten off and spread; lift browse line by 0.5m all round...","Application Lapsed (No Further Action)",""
"2012/02957/TREE","10/09/2012","36 Agate Road London W6 0AH","Rear garden. 1) Horse Chestnut, reduce and re-shape crown by 20%; thin through crown by 5 - 10%; rem...","Application Lapsed (No Further Action)",""
"2012/02943/TREE","10/09/2012","12 Napier Avenue London SW6 3PT","Rear garden. 1) Oak, crown reduction and shaping. 2) Sycamore, crown reduction and shaping. 3) Plum,...","Application Lapsed (No Further Action)",""
"2012/02941/TREE","10/09/2012","16 Rylett Road London W12 9NL","Rear garden. 1) Plum, reduce crown by max 25%, cut crown by 2m. 2) Cherry, reduce by max 25%. 3) Mul...","Application Lapsed (No Further Action)",""
"2012/02939/TREE","10/09/2012","16 Napier Avenue London SW6 3PT","Rear garden. Common Walnut, reduce back to previous points of reduction; retain furnishing growth fo...","Application Lapsed (No Further Action)",""
"2012/02889/FUL","10/09/2012","10 Musgrave Crescent London SW6 4PT","Erection of a rear roof extension; erection of a rear extension at second floor level over part of t...","Application Approved",""
"2012/02888/FUL","10/09/2012","74 Sinclair Road London W14 0NJ","Erection of an additional floor at roof level; installation of 3 x French doors at third floor level...","Application Approved",""
"2012/02882/FUL","10/09/2012","44 Cloncurry Street London SW6 6DU","Erection of a single storey rear extension, to the side of the existing back addition; installation ...","Application Approved",""
"2012/02872/FUL","09/09/2012","34 Lakeside Road London W14 0DN","Erection of a rear roof extension; demolition of the existing ground floor rear extension.","Application Approved",""
"2012/02977/FUL","07/09/2012","31 Ewald Road London SW6 3NB","Erection of a rear extension at second floor level over part of the existing back addition.","Application Approved",""
"2012/02870/DET","07/09/2012","405 - 409 King Street London W6 9NQ","Submission of details of obscure glazing pursuant to condition 33 of planning permission ref. 2011/0...","Application Approved",""
"2012/02859/FUL","07/09/2012","38 Paddenswick Road London W6 0UB","Erection of a hip to gable roof extension; installation of 2 x windows at second floor level to rear...","Application Refused",""
"2012/02975/FR3","06/09/2012","60 Hilary Road London W12 0QA","Erection of a single storey rear extension.","Application Approved",""
"2012/02966/FUL","06/09/2012","11 Rumbold Road London SW6 2JA","Revision to planning permission ref: 2012/00208/FUL to include the alteration to the two storey rear...","Application Approved",""
"2012/02964/FUL","06/09/2012","Flat First And Second Floors 20 Waldemar Avenue London SW6 5NA","Erection of an obscure glass screen around part of the flat roof at second floor level to the rear e...","Application Approved",""
"2012/02853/TREE","06/09/2012","Lady Margaret Secondary School For Girls 9 - 15 Parsons Green London SW6 4UN","Side of art and design room - Raise crown to give 5m clearance; reduce away from building to give at...","Application Lapsed (No Further Action)",""
"2012/02844/ADV","06/09/2012","314 North End Road London SW6 1NG","Display of 2 no. internally illuminated fascia signs at ground floor level to front elevation; displ...","Application Approved",""
"2012/02843/FUL","06/09/2012","314 North End Road London SW6 1NG","Installation of a new shopfronts at ground floor level to front elevation.","Application Approved",""
"2012/02842/FUL","06/09/2012","304 Uxbridge Road London W12 7LJ","Installation of a new shopfront; erection of a single storey rear extension including two rooflights...","Application Approved",""
"2012/02840/FUL","06/09/2012","Flat Basement 25 Castletown Road London W14 9HF","Retention of a single storey rear extension, to the side of the existing back addition at basement f...","Application Approved",""
"2012/03018/FUL","05/09/2012","15 Ellingham Road London W12 9PR","Erection of a rear roof extension involving an increase in the ridge height; alterations to the fene...","Application Approved",""
"2012/02952/FUL","05/09/2012","15 Ellingham Road London W12 9PR","Erection of a rear roof extension involving an increase in the ridge height; erection of a rear exte...","Application Withdrawn",""
"2012/02950/FUL","05/09/2012","14 Ellaline Road London W6 9NZ","Erection of rear roof extension, including raising ridge height 150mm, following demolition of exist...","Application Approved",""
"2012/02946/FUL","05/09/2012","Napier Court Ranelagh Gardens London SW6 3UT","Installation of 32 external boiler flues to 32 flats at Napier Court.","Application Approved",""
"2012/02942/FUL","05/09/2012","66 Dalling Road London W6 0JA","Change of use from offices at first and second floor level to 1x 1 bedroom flat. Replacement of wind...","Application Approved",""
"2012/02937/FUL","05/09/2012","Burlington House 184 New King's Road London SW6 4NF","Installation of a new office entrance at ground floor, 2no doors and windows to replace the existing...","Application Approved",""
"2012/02918/DET","05/09/2012","10 Hammersmith Grove London W6 7AP","Submission of revisions to approved details of landscaping pursuant to Condition 6 of planning permi...","Application Approved",""
"2012/02878/TREE","05/09/2012","18 Fernhurst Road London SW6 7JW","Rear garden. Eucalyptus, prune by 25%, reduce lean to neighbouring gardens.","Application Lapsed (No Further Action)",""
"2012/02858/TREE","04/09/2012","252 Du Cane Road London W12 0BJ","Front of property. Acacia, reduce crown by 25%; thin by 20%; clear deadwood.","Application Lapsed (No Further Action)",""
"2012/02857/TREE","04/09/2012","238 Du Cane Road London W12 0BJ","Front of property. Acacia, reduce crown by 25%; thin by 20; clear deadwood.","Application Lapsed (No Further Action)",""
"2012/02822/FUL","04/09/2012","27 Tasso Road London W6 8LY","Erection of a single storey rear extension, to the side of the existing back addition.","Application Approved",""
"2012/02850/FUL","03/09/2012","41 Hammersmith Grove London W6 0NE","Erection of a single storey rear extension, to the side of the existing back addition; excavation of...","Application Approved",""
"2012/02849/DET","03/09/2012","26 Rostrevor Road London SW6 5AD","Submission of details of cycle storage pursuant to condition 10; details of waste management pursuan...","Application Approved",""
"2012/02845/DET","03/09/2012","4 - 8 Effie Road London SW6 1TB","Submission of details of archaeology implementation pursuant to condition 34 of planning permission ...","Application Lapsed (No Further Action)",""
"2012/02816/FUL","03/09/2012","18 Redan Street London W14 0AB","Erection of a rear roof extension, including raising the ridge height by 250mm.","Application Refused",""
"2012/02916/DLBC","31/08/2012","The Wormholt Centre 60 Hemlock Road London W12 0QT","Submission of details of details of restoration and reinstatement of urn finials at roof level and d...","Application Approved",""
"2012/02829/DET","31/08/2012","51 Townmead Road London SW6 2SY","Submission of details pursuant to condition 35 (light spill) of planning permission ref. 2010/02481/...","Application Approved",""
"2012/02792/FUL","31/08/2012","21 Tyrawley Road London SW6 4QG","Erection of a single storey rear extension, to the side of the existing back addition.","Application Approved",""
"2012/02785/FUL","30/08/2012","Flat A Basement 21 Barclay Road London SW6 1EJ","Erection of a single storey rear extension, to the side of the existing back addition to replace exi...","Application Approved",""
"2012/02784/TREE","30/08/2012","3 Beavor Grove Beavor Lane London W6 9AU","Silver Birch at side of house to be felled to ground level. It is too close to the house and causing...","Application Lapsed (No Further Action)",""
"2012/02783/TREE","30/08/2012","37 Crabtree Lane London SW6 6LP","Fell Silver Birch in rear garden. (reference T1 on attached plan).","Application Lapsed (No Further Action)",""
"2012/02767/FUL","29/08/2012","78 Cardross Street London W6 0DR","Erection of a rear roof extension, including raising the ridge by 150mm.","Application Approved",""
"2012/02821/VAR","28/08/2012","40 Cambridge Grove London W6 0LA","Removal of conditions 5 (further details of elevation and section at a scale of no less than 1:20 of...","Application Approved",""
"2012/02762/TREE","28/08/2012","98 Ravenscourt Road London W6 0UG","Rear garden. Prunus, fell to ground level.","Application Lapsed (No Further Action)",""
"2012/02755/FUL","28/08/2012","16 - 18 Greyhound Road London W6 8NX","Conversion of the rear of property at upper ground floor and lower ground floor levels from office (...","Application Approved",""
"2012/03154/TREE","26/08/2012","61 Queensmill Road London SW6 6JP","Rear garden. Ash, reduce crown by up to 30%.","Application Lapsed (No Further Action)",""
"2012/02742/FUL","25/08/2012","2 Palgrave Road London W12 9NB","Replacement of existing door and window on the rear elevation at ground floor level with glass slidi...","Application Approved",""
"2012/02776/TREE","24/08/2012","7 Bovingdon Road London SW6 2AP","Rear garden. Blue Eucalyptus, selective pruning to upper brances (approx 2.5 - 3.5 m.)","Application Lapsed (No Further Action)",""
"2012/02718/FUL","24/08/2012","473 Fulham Palace Road London SW6 6SU","Erection of a roof terrace at roof level, including the installation of 1.7m obscured glazed screeni...","Application Withdrawn",""
"2012/02705/FR3","23/08/2012","The Lodge Fulham Cemetery Fulham Palace Road London SW6 6UB","Change of use of Fulham Cemetery Lodge (Class Sui Generis) into a 3 bedroom single family dwelling h...","Application Approved",""
"2012/02698/FR3","23/08/2012","Verulam House Hammersmith Grove London W6 0NW","Use of the undercroft area as 3 x 1 bedroom self-contained flats, including associated alterations t...","Application Approved",""
"2012/02709/TREE","22/08/2012","6 Faroe Road London W14 0EP","Rear garden. Acacia, reduce by up to 30%.","Application Lapsed (No Further Action)",""
"2012/02692/FUL","22/08/2012","Flat A Basement 29 Archel Road London W14 9QJ","Erection of a single storey rear extension at lower ground floor level, to the side and rear of the ...","Application Approved",""
"2012/02769/TREE","21/08/2012","34 Paddenswick Road London W6 0UB","Leylandii. Remove","Application Lapsed (No Further Action)",""
"2012/02768/TREE","21/08/2012","32 Paddenswick Road London W6 0UB","Rear garden. Oak, reduce crown by 20%, thin by 15% and slight lift.","Application Lapsed (No Further Action)",""
"2012/02695/DET","21/08/2012","51 Townmead Road London SW6 2SY","Submission of details pursuant to conditions 36 (flood defences) of planning permission ref. 2010/02...","Application Approved",""
"2012/02791/FUL","20/08/2012","246 Lillie Road London SW6 7QA","Amendment to previous approval ref. 2007/00229/FUL for the change of use of basement and ground floo...","Application Approved",""
"2012/02789/FUL","20/08/2012","Peabody Estate Fulham Palace Road London W6 9QA","Conversion of the existing workshop into 3 (Class C3) residential dwellings (comprising 2 x 2-bed an...","Application Approved",""
"2012/02778/ADV","20/08/2012","Land At Entrance To Glenthorne Mews London","Display of double-sided free-standing signage (2m high) at the entrance of the service road from Gle...","Application Approved",""
"2012/02773/TREE","20/08/2012","St Thomas's Church Rylston Road London SW6 7HW","Church grounds. 2 Sycamores, pollard.","Application Lapsed (No Further Action)",""
"2012/02713/TREE","20/08/2012","145 Harbord Street London SW6 6PN","Rear garden. 1) Laburnum, remove. 2) Small Laburnum, remove. 3) Winter Cherry, thin out or fell. 4) ...","Application Lapsed (No Further Action)",""
"2012/02711/TREE","20/08/2012","St Thomas's Church Yard Rylston Road London","Church yard. 1) 21 Lime trees, re-pollard. 2) 3 Sycamores, re-pollard.","Application Lapsed (No Further Action)",""
"2012/02708/TREE","20/08/2012","37 Sterndale Road London W14 0HT","Front garden. Magonolia, fell.","Application Lapsed (No Further Action)",""
"2012/02665/FUL","20/08/2012","21A Edenvale Street London SW6 2SE","Erection of a single storey rear extension to the side of the existing back addition, including alte...","Application Approved",""
"2012/02651/FUL","18/08/2012","43 Pellant Road London SW6 7NA","Conversion of property to use as two self contained flats, including alterations to fenestration to ...","Application Refused",""
"2012/02682/TREE","17/08/2012","Flat Ground Floor 55 Gunterstone Road London W14 9BS","Front of property. Lime, reduce crown to previous points of reduction (re-pollard).","Application Lapsed (No Further Action)",""
"2012/02649/FUL","17/08/2012","Flat Second Floor 22 Frithville Gardens London W12 7JN","Erection of a rear roof extension to replace the existing rear roof extension, involving the raising...","Application Approved",""
"2012/02630/FUL","16/08/2012","48 - 50 Shepherd's Bush Road London W6 7PH","Formation of a roof terrace to the rear elevation at first floor level; erection of a single storey ...","Application Approved",""
"2012/02626/FUL","15/08/2012","Flat Basement And Ground Floors 118 Edith Road London W14 9AP","Erection of a single storey rear extension, to the side of the existing back addition.","Application Withdrawn",""
"2012/02679/FUL","14/08/2012","27 Frithville Gardens London W12 7JG","Erection of a rear mansard roof extension; involving  increasing the ridge height; installation of t...","Application Approved",""
"2012/02644/DET","14/08/2012","51 Townmead Road London SW6 2SY","Submission of details pursuant to conditions 38 (drainage strategy) of planning permission ref. 2010...","Application Approved",""
"2012/02636/FUL","14/08/2012","171 Greyhound Road London W6 8NL","Change of use from Pub/Restaurant (Class A4 and Class A3) to 8x self contained flats (Class C3); ere...","Application Approved",""
"2012/02629/TREE","14/08/2012","St Andrew's Church Greyhound Road London W14 9SA","North side. 1) Holly, fell. 2) Species unknown, fell. Replace with 3 fruit trees, apple and pear, su...","Application Lapsed (No Further Action)",""
"2012/02627/VAR","14/08/2012","25 Bulwer Street London W12 8AR","Continued use as an education and training centre (Class D1).","Application Approved",""
"2012/02606/FUL","14/08/2012","271 - 281 King Street London W6 9LZ","Demolition of existing buildings and redevelopment to provide a mixed-use building of 8 storeys fron...","Application Refused",""
"2012/02584/FUL","13/08/2012","6 Kinnear Road London W12 9LE","Erection of a rear roof extension; Removal of external staircase between first and ground floor leve...","Application Approved",""
"2012/02554/FUL","11/08/2012","12B Perrymead Street London SW6 3SP","Excavation of the front garden in connection with the enlargement of the existing basement beyond th...","Application Approved",""
"2012/02550/FUL","10/08/2012","613B Fulham Road London SW6 5UQ","Alterations to windows and doors of shopfront. (Amended description).","Application Approved",""
"2012/02544/FUL","10/08/2012","Flat A Basement 37 Barton Road London W14 9HB","Replacing doors and windows in an extension at the back of the property.","Application Withdrawn",""
"2012/02561/TREE","09/08/2012","34 Fernhurst Road London SW6 7JW","Rear garden Robina reduce by 50% and thin.","Application Lapsed (No Further Action)",""
"2012/02560/TREE","08/08/2012","82 Stamford Brook Road London W6 0XN","Front garden: Magnolia - Reduce back to previous pruning point","Application Lapsed (No Further Action)",""
"2012/02525/TREE","08/08/2012","133 St Olaf's Road London SW6 7DP","Rear garden: Magnolia e to cut back the foliage that overhangs into the garden of # 75 Orbain Road.","Application Lapsed (No Further Action)",""
"2012/02562/TREE","07/08/2012","71 New King's Road London SW6 4SQ","Rear garden: Tree of heaven, to reduce lateral branches growing towards the garden  by 10%.","Application Lapsed (No Further Action)",""
